Time(ms),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp_C
759900,6.68,-6.57,1.37,-0.09,0.10,0.01,39.40
760429,6.02,-5.98,0.77,-0.24,0.05,0.20,39.49
760959,5.02,-9.30,1.08,0.26,-0.94,0.41,39.49
761489,6.63,-8.13,1.46,0.42,-0.24,-0.07,39.49
762017,5.22,-8.24,0.68,-0.21,0.02,0.02,39.49
762548,5.60,-8.39,0.74,-0.12,-0.02,0.00,39.49
763075,5.77,-8.50,0.75,-0.11,0.03,0.01,39.40
763606,5.67,-8.29,0.91,-0.15,0.02,-0.00,39.59
764176,5.67,-8.33,0.68,-0.12,-0.10,-0.01,39.59
764708,6.14,-8.08,0.79,-0.06,0.02,-0.03,39.49
765233,2.34,-8.12,1.67,-1.64,-0.35,1.92,39.49
765764,5.78,-4.77,-2.20,0.19,-1.22,-1.77,39.49
766290,-6.13,-19.61,-1.37,-2.30,-0.30,-0.92,39.49
766820,5.54,-6.96,-0.13,-0.16,0.22,-0.22,39.59
767347,5.34,-8.26,0.93,-0.20,0.12,-0.10,39.49
767877,6.64,-6.80,0.71,-0.75,0.39,-0.38,39.59
768405,5.01,-9.47,1.61,-0.51,0.59,-0.21,39.64
768935,5.88,-6.92,3.05,-0.16,-0.29,0.03,39.59
769465,6.73,-7.49,2.67,-0.02,-0.13,-0.01,39.73
769994,6.20,-7.10,2.40,-0.04,-0.10,-0.03,39.54
770525,5.77,-7.25,2.10,-0.12,0.10,0.02,39.54
771052,6.96,-6.91,2.10,-0.11,0.01,0.01,39.59
771628,6.82,-7.16,2.21,-0.12,-0.02,-0.02,39.64
772153,7.24,-7.41,1.97,-0.17,0.08,-0.03,39.64
772686,4.29,-9.62,-4.47,0.15,4.37,-1.03,39.64
773210,-14.09,-5.62,-3.30,1.93,-3.41,-0.24,39.59
773741,10.23,-9.35,2.16,0.45,-1.40,0.78,39.64
774266,8.06,-5.25,1.66,-0.03,-0.43,-0.20,39.64
774796,7.06,-6.46,1.85,-0.18,0.01,0.01,39.64
775322,6.89,-6.84,1.90,-0.08,-0.00,-0.04,39.64
775855,6.94,-6.77,1.89,-0.11,-0.00,-0.02,39.64
776383,6.81,-5.90,2.04,-0.08,-0.02,0.05,39.64
776914,6.83,-9.45,0.53,-0.45,0.49,-0.35,39.64
777443,6.87,-6.49,2.23,-0.08,0.01,-0.01,39.54
777972,7.24,-6.41,2.17,-0.13,-0.04,-0.03,39.64
778503,7.60,-6.25,1.85,-0.10,-0.01,-0.03,39.64
779031,7.66,-6.44,1.95,-0.13,0.01,-0.03,39.64
779598,7.75,-6.34,1.93,-0.08,-0.04,-0.02,39.64
780125,7.26,-6.25,1.82,-0.12,-0.00,-0.01,39.64
780656,7.47,-6.56,1.94,-0.11,0.00,-0.02,39.73
781180,7.25,-6.19,1.86,-0.06,-0.04,0.00,39.64
781712,7.30,-6.49,1.71,-0.11,0.02,-0.04,39.73
782237,7.49,-6.47,1.70,-0.11,0.01,-0.03,39.64
782768,8.54,-6.62,1.95,-0.09,-0.12,0.07,39.73
783294,7.25,-6.35,2.65,0.15,-0.06,0.33,39.73
783824,6.79,-7.60,1.75,-0.08,-0.09,-0.04,39.73
784354,6.64,-7.02,1.72,-0.13,0.06,0.00,39.68
784885,6.37,-7.21,1.74,-0.06,-0.06,0.01,39.64
785414,6.40,-6.98,1.54,-0.04,0.05,0.06,39.68
785944,6.31,-7.18,1.68,-0.09,-0.04,-0.03,39.68
786474,6.23,-8.01,1.49,-0.06,-0.03,0.08,39.68
787003,7.58,-6.30,2.44,0.63,0.83,0.13,39.68
787534,6.69,-7.96,2.76,0.02,-0.19,0.20,39.68
788062,3.85,-8.11,4.38,0.04,0.93,0.26,39.59
788638,6.90,-12.58,4.58,0.05,0.11,0.14,39.68
789163,3.62,-8.79,3.19,0.49,-0.74,-0.29,39.78
789695,5.92,-7.50,2.38,0.42,0.23,0.44,39.68
790221,12.82,-10.68,-1.24,0.12,1.99,0.97,39.78
790752,5.36,-7.30,1.44,0.20,-0.97,-0.38,39.68
791278,1.80,-7.49,2.92,-0.10,0.63,0.16,39.78
791808,1.79,-6.62,4.98,1.24,-0.62,0.65,39.78
792336,4.83,-7.44,2.41,-0.21,-0.63,-0.57,39.68
792868,0.75,-5.72,6.57,-0.33,-0.22,-0.01,39.78
793396,2.55,-6.80,3.45,-0.32,-0.61,0.33,39.68
793927,3.31,-8.75,1.40,-0.24,-0.52,-0.35,39.68
794496,5.06,-8.81,2.51,0.54,0.65,0.17,39.78
795024,4.08,-8.40,3.89,-0.07,0.22,-0.36,39.68
795556,2.70,-9.47,3.52,-0.16,-0.46,-0.44,39.87
796084,6.16,-7.35,1.23,-0.03,-0.50,-0.37,39.68
796615,4.96,-7.95,1.47,0.07,-0.25,0.05,39.68
797141,5.72,-8.42,1.10,0.01,-0.24,-0.14,39.78
797672,5.23,-8.99,0.40,0.39,-0.59,0.29,39.78
798196,4.91,-9.69,0.86,0.76,-1.06,-0.19,39.87
798728,4.06,-8.35,0.63,-0.10,-0.39,0.23,39.78
799253,4.59,-9.45,1.15,0.11,-0.27,0.20,39.87
799784,3.00,-8.31,1.09,0.17,-0.17,-0.20,39.78
800310,5.66,-9.11,1.86,0.07,0.55,-0.20,39.87
800844,3.76,-7.52,2.37,-0.53,0.94,0.17,39.87
801372,3.02,-10.07,2.12,-0.18,0.48,-0.01,39.78
801904,-0.97,-10.84,3.60,-0.20,-0.89,-0.13,39.87
802433,6.15,-8.84,0.26,0.35,-0.67,0.10,39.78
802962,2.01,-7.74,2.33,-0.35,0.33,-0.08,39.87
803492,4.53,-8.30,2.32,-0.15,-0.10,-0.06,39.78
804020,4.62,-8.68,2.37,-0.21,-0.01,-0.05,39.78
804552,4.57,-8.37,1.93,-0.12,-0.11,-0.16,39.78
805117,4.94,-8.09,2.09,-0.24,0.30,0.15,39.78
805647,4.96,-8.35,2.29,-0.08,-0.24,-0.08,39.78
806171,4.37,-8.49,1.50,-0.26,-0.07,-0.22,39.87
806703,5.86,-7.29,1.36,-0.05,-0.07,-0.05,39.97
807228,6.02,-7.76,1.49,-0.10,-0.01,-0.04,39.87
807759,6.46,-7.70,1.43,-0.06,-0.05,-0.02,39.78
808285,4.46,-7.63,3.17,0.20,-1.05,2.10,39.87
808815,4.30,-8.10,-1.95,2.07,-0.68,-1.20,39.87
809381,5.75,-16.29,3.26,0.17,-2.38,-1.22,39.78
809911,5.15,-9.63,0.94,-0.44,1.68,-0.17,39.87
810440,4.80,-9.10,1.66,-0.17,-0.04,-0.08,39.87
810969,4.50,-8.63,1.40,-0.13,-0.02,-0.03,39.87
811500,5.12,-8.56,1.88,-0.01,0.05,-0.02,39.87
812028,4.95,-8.24,1.62,-0.15,0.01,-0.04,39.87
812560,4.97,-8.80,1.52,-0.07,0.11,-0.03,39.87
813089,6.66,-7.91,1.41,-0.34,0.54,-0.24,39.87
813619,5.87,-7.66,2.12,-0.68,0.90,-0.25,39.78
814144,4.40,-10.06,3.47,-0.27,-0.46,-0.32,39.97
814675,6.95,-7.09,1.77,-0.10,0.15,0.02,39.87
815200,5.22,-6.63,2.78,0.06,0.66,0.26,39.87
815731,5.74,-7.04,2.61,0.24,-0.06,0.22,39.97
816256,4.65,-7.59,2.06,-0.42,-0.01,-0.09,39.78
816786,5.89,-7.79,1.25,-0.14,-0.02,-0.04,39.97
817313,5.99,-8.09,1.35,-0.09,0.05,-0.04,39.87
817845,5.37,-8.06,1.81,-0.14,0.01,0.68,39.97
818373,4.56,-9.19,2.18,0.03,-0.59,-0.22,39.87
818904,5.43,-8.37,1.43,-0.15,-0.11,-0.04,39.97
819433,4.88,-8.49,1.74,-0.11,0.01,-0.03,39.87
819962,5.00,-8.09,1.62,-0.13,0.07,-0.06,39.97
820492,4.79,-8.52,1.68,-0.08,-0.02,-0.01,39.87
821021,5.08,-8.29,1.53,-0.13,0.12,-0.09,39.97
821553,5.38,-8.14,1.66,-0.12,0.05,-0.04,39.97
822118,5.69,-8.26,1.52,-0.10,-0.05,-0.03,39.78
822648,5.47,-8.35,1.53,-0.07,-0.01,-0.03,39.97
823172,5.62,-8.03,1.47,-0.10,-0.01,-0.01,39.87
823704,6.37,-8.50,1.36,-0.11,0.06,-0.02,39.87
824228,6.79,-8.11,2.33,-0.13,0.05,-0.08,39.87
824805,4.92,-8.43,2.48,0.03,0.56,0.09,39.97
825333,3.18,-8.07,3.99,-0.02,0.38,0.65,39.97
825864,0.22,-11.06,3.28,0.18,0.06,0.42,39.97
826392,2.12,-7.53,4.30,-0.32,-0.92,-0.37,39.97
826922,4.99,-7.98,2.93,0.02,0.18,-0.14,39.97
827452,2.27,-9.53,2.68,-0.21,0.58,-0.38,39.97
827980,2.86,-9.00,5.03,0.01,-0.24,-0.10,39.87
828511,3.67,-8.72,4.24,0.14,-0.73,-0.19,39.97
829039,6.12,-7.14,0.58,0.83,1.24,1.15,39.97
829572,3.27,-9.83,3.69,-0.31,0.04,-0.28,39.97
830098,4.47,-7.97,3.27,-0.29,0.06,0.10,39.97
830629,3.01,-9.22,2.44,-0.24,-0.05,-0.09,40.06
831154,4.78,-8.22,2.22,-0.32,0.40,-0.53,39.97
831686,4.98,-7.95,2.91,0.08,-0.08,0.28,39.97
832211,5.21,-8.07,3.05,-0.15,-0.01,-0.10,39.97
832742,4.90,-7.99,2.99,-0.08,-0.11,-0.06,40.06
833267,5.62,-7.73,2.75,-0.08,-0.02,0.00,40.06
833798,6.00,-7.64,2.88,-0.11,0.02,-0.02,40.06
834325,5.82,-7.52,2.55,-0.14,-0.14,-0.05,40.06
834857,6.46,-7.54,2.16,0.02,-0.07,0.11,40.06
835385,5.57,-7.41,3.21,-0.20,-0.15,-0.02,39.97
835915,4.77,-7.76,2.98,-0.22,-0.22,0.25,40.06
836446,2.62,-8.39,3.90,-0.14,0.36,0.34,40.06
836975,1.26,-9.56,4.41,-0.03,0.28,-0.17,40.06
837507,4.23,-8.04,4.28,-0.12,-0.37,-0.33,40.06
838034,2.76,-9.25,4.08,-0.10,0.16,0.16,40.06
838609,3.21,-9.43,4.05,-0.09,-0.16,-0.05,40.06
839134,2.44,-8.91,4.60,-0.17,-0.14,0.06,40.06
839711,2.22,-8.81,4.45,-0.25,0.17,0.22,40.06
840236,-0.32,-8.96,4.19,0.02,0.50,0.39,40.06
840767,0.89,-10.09,4.15,0.14,0.09,0.03,40.06
841293,0.34,-8.64,5.15,-0.24,-0.07,-0.11,39.97
841823,-1.56,-7.25,5.00,-0.46,-0.21,0.08,40.06
842352,2.09,-6.77,4.70,-0.37,-1.68,-0.40,40.06
842883,3.82,-7.67,1.82,0.01,-0.45,-0.32,40.06
843412,4.02,-10.24,1.53,-0.03,-0.12,-0.30,40.06
843942,4.67,-9.02,2.48,-0.15,0.16,-0.16,40.06
844472,3.74,-9.38,2.20,-0.03,0.03,-0.02,40.06
845000,4.00,-8.78,2.30,-0.09,-0.11,0.03,40.06
845531,4.35,-8.67,2.28,-0.07,-0.03,-0.05,40.15
846060,5.12,-9.29,2.16,-0.18,-0.10,0.00,40.06
846593,4.51,-8.65,2.05,-0.05,-0.01,-0.04,40.06
847119,4.38,-8.59,2.16,-0.08,-0.06,-0.00,40.15
847651,4.64,-8.42,2.33,-0.13,-0.02,-0.03,40.06
848175,4.48,-8.32,2.26,-0.09,-0.05,-0.03,40.06
848707,4.45,-8.52,2.21,-0.10,0.00,-0.03,40.06
849232,6.00,-10.39,1.59,0.09,-0.19,-0.07,40.06
849763,4.74,-8.49,2.08,-0.10,0.05,-0.02,40.25
850290,4.79,-8.33,2.04,-0.13,-0.03,-0.02,40.15
850819,4.85,-8.59,1.94,-0.12,0.03,0.00,40.15
851346,5.02,-8.77,1.93,-0.07,-0.08,-0.02,40.06
851877,4.77,-8.28,2.14,-0.12,-0.04,-0.04,40.15
852405,5.05,-8.25,1.99,-0.10,0.09,0.03,40.15
852935,4.81,-8.71,1.65,-0.09,-0.08,-0.05,40.15
853466,4.78,-8.63,1.81,-0.07,0.05,-0.02,40.15
853995,5.20,-8.58,2.02,-0.06,0.02,-0.02,40.15
854572,4.11,-8.30,1.78,-0.09,-0.03,-0.05,40.11
855098,5.42,-8.19,1.87,-0.14,-0.17,-0.02,40.20
855674,4.64,-8.42,1.77,-0.09,-0.11,-0.06,40.11
856198,4.75,-8.56,1.57,-0.12,0.09,-0.04,40.20
856730,5.04,-8.36,1.90,-0.09,-0.02,-0.02,40.20
857255,5.02,-8.33,1.65,-0.15,0.02,-0.03,40.20
857785,5.07,-8.41,1.80,-0.11,0.04,-0.00,40.20
858312,4.60,-8.73,1.89,-0.05,-0.13,-0.04,40.20
858844,5.02,-8.16,2.04,-0.03,-0.06,-0.02,40.11
859373,5.11,-8.32,1.64,-0.11,-0.07,-0.04,40.29
859904,4.78,-8.04,1.54,-0.08,-0.04,-0.02,40.29
860433,5.40,-8.34,1.46,-0.12,0.02,-0.00,40.20
860963,5.37,-8.30,1.51,-0.16,-0.12,0.06,40.29
861494,5.06,-8.37,1.49,-0.10,-0.10,0.23,40.20
862022,4.24,-9.11,1.30,-0.19,-0.10,-0.06,40.20
862557,4.44,-9.34,1.43,-0.12,0.02,0.01,40.11
863084,4.36,-8.30,1.62,-0.13,-0.05,-0.02,40.20
863614,4.12,-8.98,1.91,0.08,-0.00,-0.11,40.29
864139,4.04,-8.69,1.56,-0.31,0.31,-0.16,40.20
864671,4.64,-8.73,1.88,-0.03,-0.07,-0.02,40.20
865197,4.58,-8.26,1.73,-0.09,0.03,-0.06,40.29
865729,6.11,-8.26,1.87,-0.10,-0.03,-0.04,40.29
866254,5.80,-8.15,2.04,-0.17,0.02,0.03,40.29
866786,5.64,-8.27,1.79,-0.09,0.01,-0.02,40.25
867312,5.42,-8.18,1.75,-0.09,0.02,-0.02,40.20
867844,5.39,-8.32,1.68,-0.11,-0.02,-0.03,40.29
868372,5.71,-8.06,1.66,-0.18,0.25,-0.12,40.29
868903,5.60,-7.40,2.11,-0.52,0.92,-0.20,40.34
869432,5.42,-8.59,3.53,-0.36,0.30,-0.27,40.29
869999,5.69,-7.83,3.06,0.06,-0.01,0.14,40.25
870531,6.18,-7.51,2.85,-0.12,0.03,-0.03,40.34
871059,5.50,-7.61,2.82,-0.10,0.01,-0.03,40.34
871591,7.97,-7.70,2.96,-0.22,0.05,-0.03,40.34
872161,6.82,-7.54,2.95,-0.02,-0.12,-0.00,40.34
872693,5.18,-7.02,2.54,-0.16,0.04,-0.02,40.25
873217,7.17,-7.51,2.74,-0.14,-0.16,-0.01,40.34
873748,5.88,-7.44,2.83,-0.14,0.05,-0.04,40.34
874273,6.20,-7.52,2.74,-0.10,-0.01,-0.01,40.34
874804,5.99,-7.53,2.62,-0.10,-0.02,-0.02,40.44
875331,6.17,-7.49,2.58,-0.10,0.00,-0.00,40.34
875863,6.13,-7.46,2.42,-0.08,0.01,-0.03,40.34
876392,6.78,-7.94,2.38,-0.11,0.00,-0.01,40.34
876922,5.49,-7.92,2.50,-0.08,-0.09,-0.00,40.34
877452,4.73,-6.78,3.89,0.06,0.65,-0.40,40.25
877981,3.86,-5.73,6.33,-0.80,1.31,-0.25,40.34
878512,0.73,-7.65,8.31,-0.92,2.42,-1.28,40.44
879041,4.71,-5.52,6.82,0.76,-1.60,1.23,40.34
879573,5.76,-6.41,5.02,0.06,-0.69,0.64,40.44
880099,5.03,-5.92,5.79,0.41,1.02,-0.72,40.44
880629,-9.75,-8.42,5.43,-1.43,2.56,-0.15,40.34
881154,8.63,-6.22,4.21,1.74,-1.96,1.00,40.34
881686,2.84,-8.42,5.09,-0.40,-0.73,0.68,40.48
882214,3.33,-9.17,4.14,-0.12,-0.89,-0.05,40.39
882746,6.01,-7.87,2.07,-0.06,-0.17,-0.18,40.48
883273,5.30,-9.02,3.08,-0.02,-0.01,0.05,40.39
883803,6.32,-7.21,1.34,-0.26,0.01,-0.16,40.48
884330,5.53,-8.39,3.61,-0.04,0.13,0.05,40.39
884900,4.78,-8.50,3.49,-0.00,0.05,0.02,40.48
885429,5.21,-8.61,3.18,-0.10,-0.02,-0.04,40.48
885959,4.84,-7.99,3.16,-0.14,0.02,-0.02,40.48
886489,7.33,-7.92,3.58,-0.17,0.19,-0.13,40.48
887018,5.28,-8.34,3.24,-0.07,-0.15,-0.04,40.48
887549,5.26,-7.55,3.73,-0.19,0.06,-0.02,40.44
888077,5.83,-7.92,3.21,0.47,-0.94,0.41,40.58
888607,5.15,-9.14,1.88,-0.19,-0.29,0.07,40.48
889177,4.56,-8.57,1.84,0.09,-0.17,-0.35,40.44
889709,3.46,-8.33,2.43,0.02,-0.19,-0.14,40.44
890233,5.02,-8.61,2.73,-0.24,-0.11,0.02,40.53
890764,4.45,-8.68,2.41,-0.14,-0.12,-0.07,40.53
891291,4.72,-8.76,2.29,-0.05,0.07,-0.01,40.53
891821,4.27,-8.71,2.24,-0.13,0.14,-0.05,40.44
892348,5.23,-8.52,2.23,-0.07,0.07,0.04,40.53
892880,5.89,-8.39,2.36,-0.88,1.99,-0.68,40.53
893408,5.54,-6.92,4.73,-0.75,-0.12,-0.86,40.53
893939,6.30,-6.22,4.02,-0.02,0.07,0.15,40.53
894469,6.27,-7.58,3.37,-0.11,0.07,-0.00,40.53
894998,5.44,-7.60,3.99,-0.02,0.17,0.10,40.62
895530,6.00,-7.38,3.90,-0.11,-0.02,-0.04,40.53
896057,5.56,-7.11,3.85,-0.11,-0.05,-0.03,40.53
896589,6.13,-7.95,3.73,-0.17,0.06,-0.03,40.62
897115,6.13,-6.95,3.67,-0.12,-0.07,-0.01,40.62
897646,6.43,-7.70,3.90,-0.10,0.00,-0.04,40.62
898171,4.56,-7.51,4.07,0.05,-0.28,0.15,40.67
898703,6.27,-6.50,2.98,0.67,1.48,0.60,40.53
899229,4.60,-9.09,4.05,-0.12,0.05,0.04,40.58
899799,1.09,-6.77,2.51,-0.17,1.62,0.59,40.67
900326,-6.18,-9.40,3.41,0.08,1.10,0.81,40.67
900858,-4.33,-1.19,-0.51,-0.38,2.71,-0.44,40.77
901386,-5.08,-7.76,-0.04,0.16,-1.72,-0.86,40.67
901917,-2.42,-9.91,4.45,0.09,-0.64,-0.89,40.72
902447,3.02,-7.97,5.00,-0.39,0.21,-0.87,40.67
902976,1.47,-8.51,5.46,-0.10,0.61,-0.12,40.67
903508,1.06,-9.20,5.47,-0.24,-0.15,-0.11,40.67
904036,5.45,-6.28,4.86,0.11,-0.12,0.29,40.62
904568,3.67,-9.06,4.53,-0.16,-0.27,-0.01,40.67
905094,4.43,-7.46,4.43,-0.14,-0.24,0.05,40.72
905671,3.58,-7.46,4.20,-0.25,0.04,0.02,40.72
906195,3.86,-8.29,3.81,-0.06,-0.10,-0.02,40.72
906727,3.02,-7.67,2.95,0.06,1.13,-0.05,40.72
907252,-12.33,-19.61,7.77,-3.25,4.37,-4.37,40.72
907784,4.19,-5.41,8.26,0.57,-1.87,1.27,40.72
908310,5.05,-7.72,3.12,0.16,-0.40,0.52,40.72
908842,2.77,-8.00,3.54,-0.01,-0.09,0.16,40.62
909370,3.43,-8.94,3.00,-0.06,-0.12,0.05,40.72
909901,3.80,-8.84,3.30,-0.06,0.01,-0.03,40.81
910430,3.92,-9.17,3.25,-0.07,0.02,-0.00,40.81
910960,3.54,-8.96,3.45,-0.11,-0.03,-0.02,40.67
911493,3.48,-8.49,3.47,-0.11,-0.03,-0.03,40.77
912021,3.51,-9.29,3.22,-0.14,0.18,-0.16,40.77
912553,4.05,-7.52,4.05,-0.45,-0.01,-0.29,40.77
913080,6.73,-5.78,2.33,-0.21,-0.60,-0.56,40.86
913610,7.30,-7.75,1.96,-0.11,0.12,0.07,40.86
914136,6.85,-7.28,1.89,-0.11,0.02,-0.02,40.77
914667,7.28,-7.02,1.47,-0.24,0.08,-0.02,40.86
915237,7.60,-7.20,1.92,-0.06,0.06,-0.04,40.77
915769,7.02,-6.50,2.28,-0.34,0.32,-0.26,40.81
916295,7.11,-5.87,2.97,-0.31,0.42,-0.10,40.81
916825,7.36,-6.10,3.17,-0.04,-0.01,-0.01,40.81
917353,7.40,-6.16,2.97,-0.09,-0.02,-0.01,40.81
917884,7.30,-6.66,2.72,-0.10,-0.09,0.06,40.81
918412,7.70,-5.98,3.28,-0.05,0.16,0.29,40.91
918942,5.67,-12.95,2.33,-0.77,-0.12,-0.19,40.81
919472,6.72,-4.81,4.49,-0.29,-0.23,0.21,40.91
920001,5.76,-7.51,3.20,-0.44,0.08,0.24,40.81
920532,5.44,-8.18,4.18,-0.26,0.60,-0.06,40.81
921059,4.51,-8.03,4.23,-0.04,-0.11,0.15,40.91
921591,5.99,-8.12,3.31,-0.60,0.21,-0.64,41.00
922116,4.01,-6.85,4.63,-0.21,0.32,0.08,40.86
922693,2.46,-8.84,1.74,0.02,-0.60,0.15,40.95
923217,5.06,-9.13,2.60,-0.15,0.64,-0.31,40.86
923749,3.43,-8.41,3.59,-0.84,0.85,-0.53,40.86
924274,10.80,-8.87,3.03,-0.76,0.83,0.01,40.95
924804,4.56,-8.15,3.77,-0.34,0.05,-0.27,40.86
925331,1.51,-9.77,4.77,0.43,-0.07,0.03,40.86
925863,8.66,-10.04,3.62,-0.09,-0.26,-0.18,40.95
926391,5.17,-7.31,4.01,-0.30,-0.01,-0.26,40.91
926922,5.76,-7.23,3.40,0.01,0.15,0.12,40.91
927452,4.87,-8.52,3.05,0.02,-0.38,-0.15,40.91
927982,4.26,-7.52,2.54,-0.13,-0.08,-0.03,40.91
928514,2.34,-10.40,0.42,0.59,-2.16,0.17,41.00
929042,3.98,-9.94,1.24,-1.19,0.61,-0.41,40.91
929574,5.18,-7.33,1.07,-0.18,0.10,-0.15,40.91
930145,6.49,-7.40,1.42,-0.10,0.04,-0.02,41.00
930677,6.42,-7.52,1.29,-0.04,-0.03,-0.02,41.05
931202,6.11,-7.30,1.69,0.14,-0.54,0.37,40.95
931734,5.12,-8.14,1.21,0.22,-0.55,-0.12,40.95
932260,4.64,-8.03,0.89,-0.18,0.02,-0.05,40.95
932790,6.52,-8.14,1.49,-0.01,-0.34,0.01,40.95
933316,6.11,-8.32,1.49,-0.07,-0.23,-0.00,40.95
933848,5.71,-7.98,1.11,-0.89,0.90,-0.10,41.05
934377,5.94,-7.57,1.85,-0.25,0.28,-0.23,41.00
934908,6.10,-7.57,1.70,-0.08,-0.03,-0.01,40.95
935437,6.07,-7.81,1.61,-0.08,-0.15,0.01,40.95
935967,6.08,-7.71,1.71,-0.09,-0.02,-0.06,41.00
936497,6.42,-7.31,1.53,-0.11,0.06,-0.05,41.00
937025,6.28,-6.96,1.73,-0.61,0.41,-0.17,41.00
937557,6.67,-6.55,2.38,-0.15,0.04,-0.06,41.09
938083,6.48,-7.16,2.21,-0.14,0.04,0.00,41.00
938613,6.45,-7.62,1.84,-0.65,1.00,-0.23,41.00
939183,6.16,-6.91,4.36,-0.15,0.05,-0.16,41.00
939715,6.49,-7.63,4.17,-0.08,0.30,-0.20,41.09
940242,5.54,-6.82,4.64,-0.50,0.92,-0.48,41.05
940773,6.31,-7.41,6.68,-0.81,0.82,-0.92,41.14
941299,5.33,-6.23,5.56,-0.20,-0.10,0.12,41.05
941828,5.61,-5.83,5.18,-0.40,-0.19,-0.10,41.14
942355,4.61,-7.47,4.63,-0.14,0.38,0.03,41.14
942886,3.85,-7.29,4.05,-0.14,-0.10,-0.01,41.14
943415,5.12,-7.16,4.21,-0.13,-0.29,-0.18,41.14
943945,3.23,-8.05,3.37,-0.12,0.15,-0.01,41.14
944476,5.17,-8.14,2.67,-0.19,0.11,0.01,41.09
945004,5.37,-7.78,2.93,-0.23,0.03,-0.03,41.09
945581,4.77,-7.28,2.48,0.13,0.00,-0.00,41.19
946108,5.45,-8.30,2.70,-0.10,0.04,-0.36,41.09
946639,3.74,-8.72,4.31,-0.46,0.78,-0.09,41.09
947164,4.05,-7.53,3.70,-0.03,-0.57,-0.07,41.09
947696,4.51,-9.25,1.87,0.65,-0.56,0.14,41.00
948222,0.75,-10.93,2.68,-0.04,-0.17,-0.48,41.05
948754,5.60,-8.92,4.24,-0.44,-0.17,0.22,41.14
949280,5.33,-7.98,1.72,-0.25,-0.53,-0.20,41.24
949810,3.23,-8.94,2.27,0.33,-0.48,-0.09,41.14
950337,1.29,-9.88,3.29,-0.13,-0.24,-0.47,41.14
950869,4.04,-7.65,3.41,-0.18,0.61,0.51,41.14
951397,0.73,-12.26,4.10,-0.20,-0.29,-0.13,41.24
951928,2.04,-11.09,3.88,0.55,-0.53,-0.27,41.19
952459,3.53,-8.38,3.73,-0.04,-0.21,-0.46,41.19
952988,4.77,-7.66,3.68,-0.24,0.12,-0.22,41.19
953519,4.90,-7.77,3.86,-0.12,-0.31,0.05,41.28
954046,7.19,-8.08,2.39,-0.21,-0.24,-0.19,41.28
954578,5.65,-7.55,1.80,-0.10,0.02,-0.02,41.28
955104,7.11,-7.47,1.77,-0.08,-0.03,-0.02,41.19
955634,6.29,-7.76,1.65,-0.06,0.00,0.00,41.28
956204,4.71,-8.41,2.49,0.11,-0.89,0.33,41.14
956737,2.15,-6.34,2.14,-0.13,0.78,0.52,41.24
957262,3.88,-9.32,1.83,0.17,-0.69,-0.20,41.24
957793,6.52,-10.34,1.84,0.14,-0.54,0.28,41.33
958319,4.07,-8.15,1.77,0.11,-0.10,0.08,41.19
958851,4.43,-8.53,1.83,-0.09,-0.07,0.00,41.24
959379,4.67,-9.09,1.68,-0.09,0.00,-0.06,41.24
959910,6.54,-7.03,1.26,-0.82,0.84,-0.62,41.28
960485,6.07,-5.54,3.11,-0.06,0.56,0.07,41.28
961014,5.56,-6.61,4.67,-0.33,0.06,-0.22,41.28
961546,8.13,-6.79,1.41,-0.15,-0.65,0.05,41.28
962073,7.37,-7.06,1.71,-0.15,-0.01,-0.04,41.28
962603,7.11,-6.71,1.89,-0.11,0.01,-0.04,41.33
963129,7.44,-6.60,1.80,-0.11,0.07,-0.02,41.24
963661,6.51,-6.78,1.75,-0.12,-0.01,-0.02,41.24
964185,6.05,-7.29,1.45,-0.01,-0.02,-0.02,41.24
964718,6.51,-6.48,1.62,-0.15,-0.13,0.02,41.33
965242,7.00,-6.85,1.59,-0.14,0.03,-0.02,41.33
965773,7.19,-7.33,1.28,-0.06,-0.15,0.09,41.42
966299,5.27,-8.23,1.40,0.47,-0.83,0.44,41.28
966831,4.51,-8.89,1.24,0.27,-0.68,0.16,41.47
967358,1.58,-9.50,3.62,-0.25,0.17,0.21,41.28
967889,3.10,-9.30,1.95,-0.72,-0.35,0.23,41.38
968418,5.27,-7.93,1.34,-0.30,0.08,-0.09,41.28
968950,4.83,-8.41,1.42,-0.18,-0.12,-0.07,41.38
969480,5.47,-8.63,1.10,-0.00,-0.14,-0.03,41.47
970008,5.04,-8.15,1.22,-0.11,0.01,0.00,41.42
970539,5.04,-8.50,1.27,-0.15,0.03,-0.01,41.33
971066,5.13,-8.38,1.22,-0.11,-0.01,-0.01,41.52
971595,5.14,-8.43,1.26,-0.09,-0.01,-0.01,41.33
972120,5.09,-8.57,1.17,-0.09,-0.01,-0.03,41.33
972696,5.10,-8.48,1.26,-0.11,-0.04,-0.04,41.42
973221,5.28,-8.50,1.26,-0.09,0.03,-0.02,41.38
973752,5.17,-8.45,1.22,-0.09,0.00,-0.01,41.38
974278,5.23,-8.38,1.15,-0.10,0.00,-0.01,41.38
974809,5.01,-8.43,1.19,-0.12,0.01,-0.01,41.47
975382,5.19,-8.56,1.10,-0.11,-0.01,-0.02,41.47
975912,5.07,-8.12,1.15,-0.15,0.07,-0.00,41.42
976441,5.09,-8.77,0.96,-0.05,-0.12,-0.00,41.42
976970,5.88,-8.40,1.28,-0.13,0.06,-0.03,41.33
